tweet_text,sentiment
look like diamond ball,0
twitteruser lose please help find good home,0
oh keep stumble deathfic without warning not want,0
pick luna vet look like cry   not kid lash wet tear trail poor bebe,0
beer buzz almost go world become complicated,0
wanna jet mirage   could not get hawaii either   someday much love the_wockeez supercr3w,1
dude 2 hour   work,1
omg taylor selena break   soo sad aw think actually like selena poor gal,0
surround student house barbecue play shit music hardly conducive good job apply frame mind,1
twitteruser alas move   like move actual moving ugh wish could go,1
take 2 time get wall kill 150 lb dummy not drag 12   second,0
give beloved red sox ticket argh meeting schedule ca,0
stop rain   fuckingtastic,0
feel headache grow,0
twitteruser wishh,1
twitteruser not work unfortunately,0
home sick  ,0
house hunting pain house shifting super pain pack never seem end   not even imagine unpack :-p,0
back home hmm rly go miss boo 2 day like wtf,0
another friday night man skint rubbish,0
hmm 25 see decemberist go raleigh work night 95 cheap seat bolshoi probably neither,0
twitteruser   feel really emotional   great see pic keep   go,1
twitteruser   good sorry,0
yes finally friday stick project,0
quot;aarrgghh&quot thing decribe feel rite,0
twitteruser aww mary wish could come go away 2morrow,1
omg maddie holby dead gutte love nadine lewington really want maddie clifford get together,0
want someone come take picture one,0
umm not work guess stick uglyonee,0
aww daddy get car accident pray shook'n lil,0
give tumblr api not point private account,0
find one coworker actually like leave,0
leave twitter alone night.last night barcelona   back philly tomorrow hope u great friday muahh,1
wish outside   thing go kill work day everyday summer,0
actually hot today .the sun get hat every one get tan except,0
ugh apparantly doc authorize refill tuesday ready pick order status online still say wait review,0
hey u forget,0
twitteruser sorry,0
twitteruser sorryy milerz not vote would love vote not work sad   frustrade   --__--,0
twitteruser not know send email use account random stuff not even understand change password,0
sad people 's phone dead,0
leave meet twitteruser look forward see not want boo urns wish work,0
way la run little bit late,0
well buy amp target still electrik red album loose hope.they've never even hear girl,0
twitteruser husband loose goverment job due downsize look new job not find one small town,0
twitteruser screw,0
twitteruser   love day 26 video questionable not say like,1
school finally test work yes gunna miss alot ppl,0
wish beach already,1
twitteruser lol bother mess metabolism   drink lot water pretend different food mm grape,0
go miss gurl honeymoon,0
friday try find something,1
not feel good eat food   ugh,0
hype e3 wish could go,1
ouuchh still hurt barca spanking,0
warning tweet rid bike dangero waa crash,0
twitteruser ruddy manageress 2nd bad job never find good place beyond 1 2 cut,0
twitteruser sorry   see shock core,0
god sleepy today barely focus,0
twitteruser interested however low carb next month mean beer,1
fun times break usb stick like literally break,1
nice visit last night boy voracious stubble anyone know raw chin haha,1
wait momma go chase see hell money miss wamu,0
twitteruser lol aww lol not lol cauz work   make one tell love 2 oxoxoteambreezy,1
twitteruser damn many good deals.you guy conspiracy steal money,1
omg   break pizza stress   twitteruser twitteruser twitteruser mad,0
god suffer greatly hair sit blaze sunshine v v bad sunburn,0
haha aww ok back bionomial expansion   ugh joy,0
twitteruser would like swap.i'm sit 3 grumpie,1
twitteruser know right weak   g1 seem like sk think latonya lamesauce call,0
twitteruser trouble update,0
twitteruser make cupcake say not   kelli bad sister,0
wish could get nail   stupid job,0
twitteruser selfupdate clean ruby fix part failing rb rubygem,0
hate parent,0
twitteruser yes still almost gmail storage ceiling argh force delete stuff buy space,0
throw,0
twitter spoil fun frustratingly slow   could not even bid properly,0
mom wake u[p mad dream   shoe   whant go river stupid,0
working   not wait till 4:30 funeral monday,0
tell people matter leave alone fuck,0
twitteruser great time hampton hope relaxation not work,1
ugh not sure patience remain intelligence point day week refactor rewrite package code,1
seriously need find laptop sometimes get hot bbl errands amp pricing quot;comp fixes&quot not many place leave 4,0
someone edit design call plagiarism right tired exhausted dissapointe,0
blinded,0
weekend great   see rest twilight tonight also read fininsh   break know could,1
twitteruser except fact rain since wednesday not suppose stop till monday ew,0
twitteruser damn real wtf,0
twitteruser never relax weekend allahpundit,0
oh fun weekend friend go mother make family weekend   damn,0
disapointed good evans   sound really bad tune   britainsgottalent,0
twitteruser try help,1
good thing computer bad thing block vidjagame site yes even vgtribune.com block,1
kid terrible good evans 'd call childline,0
bubbletweet hate,0
soo sick hate life,0
twitteruser mm speak language unfortunately militant diet mode seriously think   competiton tb guess,0
hate fight,0
twitteruser   aww   must amazing brother,1
twitteruser gay marriage not legal everywhere,0
twitteruser congrat invisalign need get refit mine get lazy stop wear,0
twitteruser try join chat site would not let sign,0
bgt   pier not buzz little girl singe,0
lose internet   raid 25 os,0
whew literally shop till dropped.and sprain ankle   ugh.do see sacrifice make,0
dentist   .scary people,0
twitteruser   none house not sure drive coffee stand bad think would,0
twitteruser sorry hear terrible news   thinking x,0
comp mental health would not take samuel rogers center city give appt june 8th 2 day worth pill leave   lt,1
bad mood   annoying sunny,0
mshs get go work.too tired,0
twitteruser vma 's guess also wanna go london june demi lovato concert one go,0
twitteruser sorry   like people like not feel well tummy,0
take care yucky stuff,0
still freakin miss game   jonasnewsong,0
burn arm   think know,0
twitteruser suck,0
twitteruser not go grocery store empty stomach trouble wanna see ur show not sure ill get   let u kno,0
internet week long,0
quot;updating maven dependencies&quot know good thing would well happen asleep,1
dreambear crap compare wicked audition,0
ok eat food bore death room seriously nothing guitar take venue,0
feel bad john kate 8,0
twitteruser new suitcase bloody indecicive everytime want buy something take hour,0
everyone vote twitteruser mtv movie award coz comp mash not let vote   somehow,0
get work   lonely weekend ahead,0
loll boyfriend 2 suppose mean twitteruser cold,0
twitteruser mean make sad,0
twitteruser   gutte not lmao think obsess bahaha,1
plead temporary insanity agree metric century cycling event tomorrow,0
twitteruser really look like go rain gray la bummer sumtimes,0
cut thumb saw small metal  ,0
migraine fight way back last night,0
mad calls.txt.fb msgs homie finally call back worried.i think care far 2 much.but anything happen 2,0
rain pour life suck,0
twitteruser hey sorry get tweet puppy someone already get,0
graduation tonight   go miss boys.mikey dustin miles charlie travy nicky john jake boys.i love guy,1
twitteruser boxing trainer although think bruise come hit something ow,0
ahh love chinese music haha   not go see luff til thursday,1
wonder happen froggie potato farm,0
man icant send love bebo cuz skoo comps ugh suck,0
steve aoki   sorry may b nxt time,0
twitteruser   cus get much attention end embarrase think get outta hand bit poor girl   xx,0
dread hearing even bad news tonight,0
take short nap ready work sun burn hurt,0
twitteruser not go page make hungry,0
grrh   wii remote dead multiplayer tonight,0
seattle washington.im soo hungry&amp;i miss alaska,0
twitteruser sorry hear,0
twitteruser sorry fail,0
-- not feel guilty like revise stuff today haha,1
twitteruser not forget follow emma london twitteruser like say would wish aswere call   cost ï¿½14,1
jamie free view dead,0
gosh today suck not get tax return upset cuz miss good friend wedding washington.lame,0
oh.summer begins.yay   fighting crying stress start kids.it 's 3 hrs since get,0
fire rain james taylor fit style need sa audition perfectly not find karaoke track high enough key,0
twitteruser yup loss,0
twitteruser angry information marcos,0
twitteruser miss u ceddy,0
twitteruser iï¿½m good wanna get office,1
one not suppose headache friday not right,0
raning -_- really bad,0
yum chocolate sorbet barely even share  ,1
wish could get pregnant,1
eat way many chocolate animal cracker,0
twitteruser 3 drs office mine   drive nut especially appt kid,0
not believe anything bad lose good friend,0
show tonight   plan ughh,0
twitteruser aah swear take mistake   somehow attach charger -_- apparently need break u huh,0
wanna session ronnie da bomb u know,1
watch boring police prog make fab pasta dinner try cut alcohol water,0
ahh think leg burn   hurt,0
ugh hate wait airport could not find seat near outlet either,0
nice hair nowhere go,1
think mess back like day,0
feel depressed could not save thank nothing,0
phew long day not get work yet,0
want see bud mel   miss hur load,0
twitteruser genevaa picture not show   not think right,0
twitteruser say hi depressed cause not see,0
travel l.a today see grandpa hospital.yet another road block cross fro family,0
swelter afternoon wonder creepy slither snake head creek nasty thing swim frightening detail,0
bad week connectivity.arlington panera wifi suck maybe head legal seafood airport dang.misse metaverse u stream,0
twitteruser sure every office man woman capacity realize shut unholy fuck christ,0
90 degree gross sky thunderstorms.perfect match mood   lol,1
twitteruser also gutted.the end nigh   x,0
twitteruser not happy,0
nice night golf,1
feel really sick tooth still hurt   fml,0
twitteruser   mow love mow,1
twitteruser oh noo suck   reschedule another show,0
leave florida want live forever texan*girl,0
wish go see twitteruser twitteruser twitteruser twitteruser twitteruser today sad not,0
bgt gutte finish tomorrow   stavros flatley way,0
go retake softball photo patrick 's studio piece shit back chore friday huh,0
twitteruser oh not believe kill   hate stringer,0
homeless afterjune 1st,0
twitteruser snap reality show watch first hooked   sad,0
sad school go miss friend teacher,0
twitteruser   vile people remove thing value,0
always rain right get car wash,1
good luck want new shoe   ly x,1
twitteruser funny write,1
buy team zotz decide roast,0
twitteruser noo hate traffic,0
damn take long install sbs2008,0
dead,0
watch thomas train engine make miss george carlin,0
twitteruser ahh fcukk.i miss   must fill deetz.see tonight,0
quot;shipping amp handleing&quot soo expensive 50 entire order not order yet,0
twitteruser yes   oh go bed minor soap marathon photo editing night 4 ohh inn lake nice food,1
twitteruser   hope ok,1
not fan day training novi one sleepy girl,0
healthy food not help hangover,0
twitteruser need sudden urge miss diplomat title,0
wish could go twitteruser soco go climb instead stick work weekend,0
twitteruser aww wish thing,1
twitteruser good rachel   nowt,1
twitteruser yeah go vmail call store luck,0
twitteruser aww sorry,0
massive headache   go see terminator tonight,0
bit worried,0
one less follower   make sad feel like life dull uninteresting,0
bored day one 2 talk 2 miss bf kiss hol almost   not wanna go back 2 skool,0
wtf come need day go,0
ooh hayfever struck.thought go avoid year noo   remedy anyone,0
let mri today neurosurgeon not order -- mean come back okc soon amp nothing new,0
still pretty depressed lose hello kitty necklace,0
watch army wife always make cry,0
get amp family ready kaylee 's graduation go make sad,0
twitteruser buckfast brain go blank,0
twitteruser tell accidentally screw layout lautner_daily community,0
twitteruser cvs like genetic brand?poor hubby get bad allergies.no fun,0
twitteruser shiraz event anti bahai center.not mosque election campaign.sadly child wr involve zahedan,0
cold cold fuck,0
twitteruser haa awesome remember brother get give woody get upset cause get buzz   get lmfao,1
twitteruser aww suck,0
twitteruser guy come fuck freeze,0
omfg one bad day ever,0
not happy,0
week mine not easy   finally (:,0
listen butterfly fly away   daddy lov u mamma lov ya,1
ok eye doctor guy take forever sit cold room myself.what jerk,0
twitteruser need horror lovecraftian actually not enough weird horror movie,0
twitteruser   get adjust mate 's online shop zz boring,0
friday freakin happy today annoying day   buut weekend tgif&lt;3,1
look like go upset venus,0
twitteruser   send healthy heal thought mumborg 's direction,1
new york 1500 ft look rather good last night big apple,1
twitteruser happy hour ccp eithah 2 bad,0
twitteruser aww one yesterday suck,0
twitteruser not camera   totally regret,0
twitteruser addict okay admit need help   write hit big bro really really smile,1
finally friday still ground till next thursday   -- stereo life lt;33,1
need get fever grr,0
twitteruser case get new one last week not thrill mine,0
twitteruser freddie cotch ladyhawke miss bajan beauty,0
still eat still office get sick throat 3 day leave air condition throat kill tour bus,0
twitteruser argh twitter not post reply tweet age   not much enjoy sun,1
twitteruser work disney.not crack ta,0
every pair jean nowadays tight   think mah butt gettin big oh,0
twitteruser boo hope fake alien story tinfoil cover beachball photo,0
radio royal transmitter pack today not good   anyone get spare shed lol,0
1 week post my&quot;horrible traumatic jumping cholla accident.&quot;-cholla 's next dirty trick piece start emerge hand ouch,0
fall holdin kales hand today.i hurt foot amp bruise forehead   klutz,0
twitteruser wow christa incredibly sweet want one 2     get sec check app merch asst rule   lol,1
35 hour sun rash,0
twitteruser nah suck wear suit temp go 10 degree someone sit next,0
home work today.son sick,0
home jack 's not say happy either,0
twitteruser oo noo not good,0
feel bad daisy cry every episode   watch waay much tv,0
lose follower   oh well probably one mute one anyway,0
last day work   .but everyone make great,1
dead past 2 days.the flu suck,0
urban think fail chai latte not good,0
twitteruser tell joke onstage butlin 1991 one person laugh scar life 8,0
twitteruser want see   enjoy,1
63 day summer holiday leave go way slow school get,0
lose tooth 2day whilst eat gum.oww,0
find crack baking bowl.milk spill everywhere,0
twitteruser yeah little rough morning tonight tomorrow night go plan caloric intake chart,0
twitteruser not look good,0
lose artistic ability,0
love dad say 'd ready go like 3:15 4 p.m. still work,1
jean two inch long five inch long holy cow get short,0
miss 8703,0
wonder local border go make lot bare shelf make sad,0
miss walk home together,0
twitteruser guess 'd better look new good friend vip ticket use not want anymore,1
twitteruser much want see screen adaptation kick ass find nick cage heart sink,0
follow recently please not offend not follow back hit limit   hopefully free soon,1
twitteruser omgg hawaii amazing wanna live,1
hope day get well,1
never trust someone else 's battery operate power tool hurry,1
oh really tired migraine endometriosis amp fibromyalgia amp migraines amp sleep prob compoundin ea since surgery,0
babysitte kid not let play wii,0
twitteruser not go sadly   maybe next year eh,0
sunburn hurt,0
nobody 's home tonight except alone sigh oh wish twitteruser,0
twitteruser def rubbish tonight,0
look website work,1
sister cry eye hubby call iraq speak n2 minute hear pop sound background call drop,0
twitteruser wish one area,1
twitteruser find sushi fake crab meat not good,0
twitteruser shit trouble   not try one company buy house,0
twitteruser hey aww cnt view uk block   it?x,0
musem equal fail hall fucking life closed cause construction,0
man bore today not tweet   guy,0
twitteruser already index finger leave hand still bleed hurt pretty bad hate clumsy,0
twitteruser omg u nasty,0
twitteruser hahaha probably not   sorry get thing around house.and go jared 's parent house,1
twitteruser sorry hear,0
cd hmv overpriced ï¿½12.99 twitteruser hate money,0
singing girl talented yeah good complain,1
clock possibly last time northview middle school,0
experience apathy empathy customer service situation many time recently,0
ugh need job one hire,0
twitteruser not come see host hilton mr thomas spend lot money nothing boring,0
not look good outside   continue feel movie night come,0
not know mom give clean macbook white tint grayish blue black desk,1
twitteruser want invite sick see link people play leave,0
walk back 2 wk beautiful day 2 njoy b4 rain,1
bff twitteruser glad get dog lol stomatch hurt,0
twitteruser think may get today   throat kill feel like lung,0
depressed good friend piss,0
not believe idiot buzz juggler,0
3 tweet   fgs tweekdeckk hate   -cryy,0
wow one nice patient ever deplyod falouga iraq n week,1
twitteruser thanks check stay thursday night though,1
feel frustrated.i not get thing work,0
twitteruser little girl bgt sad cry   lol xx,0
twitteruser end not go left knee kill   think push much yesterday,0
smh sick bug go around.almost everyone know sick include,0
not relay   oh well,0
please not vote sympathy   bgt,0
aww bless   need another chance,1
aw wee lassie make cry   tear streamin doon face lol wee shame x,0
officially drug take nap allergy not joke never bad since two day ago,0
twitteruser lookd soo freak out!poor wee thing,0
sit watch britain 's get f talent watch small girl cry sad,0
want summer sprinkle still,0
stupid sun   actually work,0
argg car crash tv soo horrible see like   bgt,0
follow compliance   great   watch say,1
cry   poor thing,0
ouch burn make soup nico,0
twitteruser haha awesome always use eat,1
aww holly   cute hope let sing,1
make sister cry hahah bless   hope,1
dad want computer 'd well   take lapity topity mac specialist tomorrow hopefully make teh owwie go awayz,1
aww not believe wee girl bgt cry sad,0
twitteruser sick totally get gh5 bad guy not get play boston,0
aww holly steel not cry,0
aww bless make cry,1
twitteruser not twitteruser block   not even request,0
bgt aw bless stomach sink first whimper good try carry nice simon take charge,1
twitteruser sad school close,0
hate place,0
twitteruser nope fifth generation ipod classic   like dumb,0
twitteruser tough want hug like,0
omg hollie well sad watch   see simon well nice want lol,0
twitteruser james cameron touch something revolutionize someone else come along fuck,0
good night.have get early tomorrow,1
twitteruser meet lol middle name creepy fgs,1
try figure personalize downloaded wordpress blog   not easy hope   suggestion,0
get fight ryan like crying dead inside siggh,0
twitteruser nice wish twitter would tile mine,1
yikes poor girl bgt quite hard watch,0
cramps,0
first natalie little holly mean,0
aww feel bad holly,0
omds holly steel bless   x,1
everyone tweet britain get talent feel leave,0
twitteruser bless lil sock think need rethink age thing,1
wanna vote miley cyrus mtv movie awards.but not know could   somebody could send link thaank lt;3,1
somehow yet accomplish fucking thing,0
wait twitteruser twitteruser electrik red richgirl   sucker later,0
twitteruser   aww bless hope phones okayy   x x,1
twitteruser try carry aswell bless suppose maybe kid not,1
mad quiz 5 answer bet ford fusion sweepstake wrong,0
twitteruser ohh baby pdgg ahh miss ahh   hehaheahaa,0
twitteruser   cokie arnt real imaginary hav mm cookie,1
unfortunatley aerlingus long fly copenhagen fly ryanair billund drive copenhagen one day,0
aww poor little girl bgt,0
twitteruser know right   poorpoor girl show not put young people competition like though,0
twitteruser omg not online shock horror,0
twitteruser   know feeling work much suck hardcore need hang soon,0
twitteruser   aww think young not ready tis painful watch upset,0
ugh dunno not good mood know allergy meh,0
fuck day fly u get 3647 thing 8 hour,0
ok bye alex fun today,1
twitteruser dunno see   happy birthday girl,1
omg bgt make cry   wee girl   soo sad,0
twitteruser aww sad,0
twitteruser   haha cry   xx,0
traffic jam outside chicago feel quot;office space&quot right,1
last full day even day class little sad,0
twitteruser srry not interesting right stay til 6 a.m. cause tummy hurt poope work,0
not want go work,0
  hope day mom get message,1
go happen one day feel girl mum,0
twitteruser   not even situation sad sorry really sucky,0
brian cat still not show up.i feel sad sick afraid eat something   not look   good,0
twitteruser aww not fair lil sad,0
get ready work boohoohoo not wanna go work,0
twitteruser use imovie 08 still not bad afraid hear wrong 09,0
excitement 8 new follower overnight sadness 6 ad bot,0
twitteruser oh noo   sorry   suck hard,0
twitteruser feel sorry   hope dnt cry 2nd time,0
ncaa baseball road 2 omaha south carolina hit 3-run homerun dagger 2 heart   mason 1 south carolina 3,0
twitteruser oh come back gig scotland ticket see u last year hosp wit gallstones,0
hollowbabeshere come utter shite bgt lt;i completely agree,0
omg go robinson tyler wfm freakin miss anthony   ugh today kinda suck lex&lt;3,0
twitteruser phil miss gracin ya presence not much   new,0
twitteruser day aight clean mostly go mcds check hader toy.no luck   eat chickfila,0
work heat horrible,0
hollie steel   bless go dreambears lt;33 hahahahaha,1
unable booze friday indeed entire weekend actually hurt,0
stress beyond belief need nap,0
aww poor little girl britain get talent,0
aww little girl britain 's get talent   actually love ant n dec   oh simon cowell ;),1
twitteruser aww bless one fave,1
twitteruser sn o. yeah sad day,0
see finish line disappear plethora email   wah,0
twitteruser oh sorry old grandpa,0
man tha mojitos early get feelin type funny hope not get sick  ,0
twitteruser yaay u clean ur room say hi u day amp u not write back,0
twitteruser make cry   poor hollie xx,0
bgt poor kid,0
twitteruser know buffie sit office instead go see ms kane major bummer,0
quot;i think know go break tell sorry know love him.&quot,0
need new iphone case broke,0
sure hope become 4:20 afternoon,1
twitteruser spoilt like 10 11 hard put front 14 people   really young,0
really like lady gaga 's quot;paparazzi&quot   whatshappene,1
twitteruser ouch not even look one know exist enough,0
twitteruser oh girl   aidan,0
twitteruser sound good still like friday although mean go work tomarrow,1
not make good time fuck chicago traffic   photo,0
twitteruser   imnot aloud call you!but think awesomeily!xx,1
not make good time fuck chicago traffic   photo,0
twitter hate not put photo page,0
twitteruser guess   really suprise,1
enjoy beautiful day hang around house pam make cake not give,1
twitteruser wish home bed naked,0
aww bless   give chance,1
work not know exhausted,0
twitteruser fucking miss band much,0
wish go prom   oh well.goe go wish girl good luck go good oll applebee yumm,1
miss hubby already,0
4 a.m. hubby 's alarm song playing quot;blame alcohol&quot course could not get back sleep cause thinking joe cruise,0
twitteruser nofair bk uhura nero leave,0
check twitter try find people know.unfortunately one know use website,0
twitteruser brilliant idea one buzz though,1
panera lunch   byy   aww,0
twitteruser sorry   make sure bomb talk ssug next month penance ;-),0
need water paper towel coke store feel sick go get,0
hell go school 2 hour next monday tuesday.dumb snow day thier lame rules.my mom make go,0
twitteruser balance chair chin sixth form common room get nothing sneer hang ball good,1
twitteruser think really good probably damn obscurity,1
four shot novacaine mouth   right cheek totally numb boo,0
twitteruser   would mean babe fcuk name twitteruser super freakin cool give pass ha,1
twitteruser sorry response assistant job already fill please check back soon   sure not last long,0
home sore knee,0
twitteruser forget tonight plan head cask may not good idea,0
listen music phone die   not find charger brother need 2 stop take mine without ask,0
little girl bgt   omgg people not feel sorry,0
grr hate make careless mistake doc give partner,0
omg watch hollie steel 's crying painful   bgt,0
arghh not keep twitterbone peep,0
hey twitteruser please reply not call mexico not know code   love,1
hey twitteruser please reply not call mexico not know code   love,1
aww get see 1st grade teacher 's last day retire,1
twitteruser miss much,0
twitteruser haha sorry   whole like two people twitteruser follow,0
twitteruser y!360 closing get,0
twitteruser suck   hang,0
twitteruser think hope may put age limit next year back   bgt,1
twitteruser aww bad lose though,0
much hair fall everytime shower sad disgusting  ,0
poor girl britain get talent god love   forget word cry   get second chance perform,1
twitteruser really suck think may cry skip anything important not comp get disposable,0
hav fun heav metal happy hour guy future twitteruser accadentally set fire smoke twitteruser,0
twitteruser enjoy day prob see u top glyder pint get drive straight back get dog stuff sunday,1
get spam college email account way rub graduation,0
twitteruser help jen monster energy drink crash,0
twitteruser people r weird,0
sure miss chick tho.may rip,0
twitteruser yes please not go die cry normally lead small animal get harm,0
twitteruser really hope,1
break dresser since three,0
twitteruser lmao!i think fucking hate least 3 people following.but not unfollowe yet loon,0
justcause summer hour say day end 1pm.doesn't mean really get leave 1,0
angry right today not doind nothing classmate yes   think stay friend mr.computer hope not,0
get use get cold asthma pay,0
twitteruser   not go anywhere amp book finally get hre cool 2 know wht butch look lk.lol go mail tdy,1
back laandan   miss already   check new giant purple bow gold wing necklace lt;3 td,0
miss dog   r.i.p.batman yeah batman really hope dog go heaven true,0
wal mart orientation.it 's work seriously.this suck,0
ow sunburn hurt,0
absolutely nothing eat house epic fail,0
favorite curl iron break,1
stupid headache day,0
damn it.margie say could not share info kill evil eddy   want info give,0
twitteruser ugh sound like bust cable box   time zone,0
sorry twitteruser chili cheese dog without,0
wanna something tonight not look promising,0
twitteruser not worry not not get tv,1
car possess not stop honk,0
twitteruser wee girl start cry mum come shame,0
twitteruser assume mean 2nd item 3 nest line invert call tree button find   ï¿½   ï¿½   ï¿½,0
really bored anthony senior board shit hungry cold,0
sad   love kelly lt;3,0
quot;the thing say purple prose give away&quot hell even suppose mean casino music go die,0
sit car cat keep meow feel bad,0
watch maxium 100 not look beautiful like girl,0
scratch ipod,0
not get job,0
twitteruser man still not see movie.too bad work,0
twitteruser p.s sorry ur uncle,0
twitteruser cloudy damp hope not rain tonite 's track meet   'd hate interview rain,1
twitteruser   ugh headache   wanna go home,0
hate watchn thing make sad n wana cry,0
twitteruser not respond,0
not feel good   .my throat hurt,0
twitteruser truetrue   not xd,1
  mean say skin terrible plus sunburnt chest,0
working   ready go,1
tired work 5 p.m.   fb,0
sound input computer stop work   not mic jack usb webcam mic not work either check input control,0
tired canï¿½t stay awake.but must finish work sunday,0
dangit lsu w/ 7-spot b7 lead southern 8 2   intentionally not mention anything get jinx anyhow,0
mcdonald eat chicken nugget kid embarrase drop soda   haha fall tray lol,0
find want able go see daddy tomorrow leave ty activity tomorrow morning suck,0
rice ready eat.off watch comet 2009!the important music price germany.wow n lisa arrive around 12 p.m.   still 2 hour,1
ugh 1 3/4th hour 19,0
feel ill think dehydrate,0
twitteruser yoo myye bust sick shoot   long night tonight,0
gutte kitchen empty literally empty even kid hungry,0
twitteruser dude fail   know exactly place,0
take antibiotic still feel like crap,0
home chocolate peanut butter stupid kid bus ruin yearbook,0
exam stressful,0
big laptop big time switch ee   bye big guy,1
twitteruser seriously.it get sad,0
ugh realize completely redo tweetdeck group pain computer wipe clean,0
twitteruser computer stupid not let vote   could would vote u.,0
britain 's get torture edelcrie,0
would like gaming system,1
look cute,1
twitteruser awwh u stick traffic   boo,0
ree heally hope rain stop time get metro courthouse not bring umbrella today,1
bored cleanin house,0
damm feel like song dead go travis garland,0
twitteruser kind hard see pic doggie pic not exist,0
cause miss lot class,0
go work soon excited   ugh rather pluck fingernail,1
happen wierd sudden,0
headache   wanna see julie,0
dang drop subway da floor ahh 5sec rule pass already,0
say goodbye papa,0
cause miss lot class,0
annoyed,0
would slip fall dirty school bathroom floor fml,0
twitteruser aww shame   .you still followfriday though gt;.&gt,0
twitteruser oh yea not think open yet take ben amp jerry 's   love place,1
city officially smell like dead fish,0
twitteruser not good,0
   dog go die somebody not save,0
twitteruser sorry anna wintour repeat tweet soo sorry   something wonder abt quad tweet ;),0
"rain make sad like want kill myself,&lt;-",0
think kill 6-mo old bromeliad need new pet plant not,0
even noo not secret namerebecca please,0
another two hour work ugh go slow sore,0
want get blackberry not afford   watch telly relaxing hard sesion tomorrow,0
twitteruser omg mine omg gross sorry totally forget,0
today 77 day leakycon 2011 awesome number wish not far away,1
twitteruser twitteruser eew   cheese hate cheese,0
get really sick today   text later nap time,0
twitteruser label   sorry know really needy,0
silly boyfriend forget phone charger 4 day long trip kilkenny not talk see gig go poo,0
ya know today suck rain amp possibility magic friday   go tonight,0
not like dentist.they make gum hurt,0
twitteruser not proper dog bark much amp jump amp fault not strict enough,0
follow friday make feel really unpopular,0
twitteruser not one favourite pastime   weekend long weekend monday ice show w/ g daughter ;),1
not ben n   sorry bac hit hup,0
twitteruser lady think watch scrub delusional   bail plan,0
bye twitter amp fb world san francisco airport ready board air china not sure internet access,0
twitteruser promise would spread card around india.and give someone deck amp never give,1
damn spend week whole pay shopping   oh well happy,1
stomach ache ahh,0
dire need second job hear anything nightlife food service please please please think,1
twitteruser shoot aunt home soon cry eye,0
twitteruser sorry,0
try move get hurt much,0
twitteruser hi heather not know see message april not twitter friendly,0
twitteruser hate costco always cost much money,0
reyt fancies valentinos bad time consider not,0
well get,1
twitteruser omgg not belive happen friend know miss not nice,0
also concede first twitter grammar fail,0
feel slightly sick   bgt,0
apply osap yet again- god go owe major end academic career not right,0
nvr want may come end,1
write first quot;showstoppers&quot entry lose hour work due server issue,0
twitteruser sound forebode,0
twitteruser btw short notice know rsvpe party- thank much invitation though   2nite,1
head hurt,0
odd try call mitchel musso dosent work,0
twitteruser sad commentary not,0
weird hive leg arm heck allergic itch bad dang,0
twitteruser never reply mee   must really hate l,0
wish could work oppose wit kid cuz hard job eva,0
deep fry drumstick not good think would,0
get back swing.still sore surgery   tired.coffee time,0
lula not feel well  ,0
twitteruser miss   however humpthestump rest life,0
headache ugh,0
even arnold could not save park   provide job,0
work suppose day much work get plm world sigh,0
take 40 underpriveledged kid circus 2moro big day plan amp still not feel 100   nervous right,0
twitteruser plus guy icetv really miss live,0
talk today oh godness problem problem problem love money math parents.that 's enough not,0
neil pick show tailight   cause heartless hit run,0
see jonas brothers 3d movie twitteruser   funny one else   hahah not,1
not really wanna go school monday honest,0
work half hour get mri yay,1
anyone know scale pic try change pic pic r 2 big n keep crop them.help,0
twitteruser hav bet get 6 pack 35 days.im day 3.it sux,0
oh need new work shoes.i break one,0
twitteruser maybe something wrong phone.it still not work,0
twitteruser not direct message free lunch,0
soo good wood ranch bbq time dian deng pao,1
lot reqs today fun,0
twitteruser twitteruser finish mine part remarkably difficult   cram kanji,0
ashley tisdale mean cuz berlin 6th june not go wanna start cryin right :/ ashley pick,0
race totally lose   rip  ,0
twitteruser go stick seem misplace remote   extra bad tonight well :|,0
twitteruser momentum work   jeff hard time 42nd,0
want go club.dancing;).but iï¿½m tired anyways go work tomorrow,0
madly love row.wishing money,1
feel like crap,0
twitteruser not soo noticable depend look it.but know ipod not perfect,0
twitteruser hard go ur guy peice person shoud change cause mine hard change,0
anyone want stop carl 's jr bring chicken club   barely walk,0
texte friend bored   gosh hate rain,0
dam wish celebs could frikken follow baackk,0
twitteruser nm dang got bounce like 4 minute   chilling usual,1
twitteruser read phone book hugh clancy hugh claments.nope hugh clap   poor holly though grab pity vote like shark,0
pool not fun without tim,0
thanks timmy   turn strep high fever,1
ugh   suck,0
twitteruser refuse get excited not want let   happen long not june 11 28 'd die,0
twitteruser wish still love,1
sad go show mcfly fan,0
hit street 40 hour live lexington 's homeless food.no bed.no problem facebook twitter   pray,0
ohh tooth hurts ohh   sad hurt,0
twitteruser wish could not wrap head around   hopefully wake people say think quot;racism not exist anymore&quot,1
class student   go miss,0
twitteruser fun like beach tend get really dark fast,1
alexx gona miss today sad noo,0
dlukasrossi lukas- amazing wife update lock hard convince people follow protect profile,1
wish lay sand listen wave crash shore,1
twitteruser feel sorry people really harsh cos give 2nd chance,0
today did't lunch cuz wel embarrass self quot;school&quot   ok final test final year aa thanx god 4 friend,0
twitteruser oop late,0
yay good umm reggie perrin next oh care no1 's watch bbc1   lol,1
